6,5,311,2,8,8,11,1,0.00170803,0.020986,0.402727
6,5,311,2,8,8,11,2,0.00111389,0.020467,0.310681
6,5,311,2,8,8,11,4,0.0013001,0.0201359,0.209911
6,5,311,2,8,8,11,8,0.00128603,0.0196554,0.183565
6,5,311,2,6,8,11,1,0.00150394,0.0199428,0.371236
6,5,311,2,6,8,11,2,0.00259399,0.0188701,0.310942
6,5,311,2,6,8,11,4,0.002527,0.021572,0.198524
6,5,311,2,6,8,11,8,0.0025959,0.0202725,0.175332
6,5,311,2,4,8,11,1,0.00231981,0.0200566,0.36067
6,5,311,2,4,8,11,2,0.00260401,0.0215529,0.269197
6,5,311,2,4,8,11,4,0.00114107,0.0203964,0.185932
6,5,311,2,4,8,11,8,0.00113702,0.0205295,0.168
6,5,311,4,8,8,11,1,0.00225902,0.0206541,0.410929
6,5,311,4,8,8,11,2,0.00114489,0.0201218,0.316198
6,5,311,4,8,8,11,4,0.000977993,0.0198045,0.225083
6,5,311,4,8,8,11,8,0.000997066,0.0195127,0.174158
6,5,311,4,6,8,11,1,0.00117779,0.0202138,0.405109
6,5,311,4,6,8,11,2,0.00114799,0.0197336,0.311081
6,5,311,4,6,8,11,4,0.00116682,0.0206821,0.194887
6,5,311,4,6,8,11,8,0.00246716,0.0199465,0.173494
6,5,311,4,4,8,11,1,0.00137782,0.0197009,0.390492
6,5,311,4,4,8,11,2,0.00257516,0.0194618,0.310268
6,5,311,4,4,8,11,4,0.00253606,0.0193737,0.202162
6,5,311,4,4,8,11,8,0.002496,0.019175,0.179643
6,5,311,8,8,8,11,1,0.00101614,0.0184746,0.410753
6,5,311,8,8,8,11,2,0.00114989,0.020216,0.309492
6,5,311,8,8,8,11,4,0.00113297,0.020124,0.197918
6,5,311,8,8,8,11,8,0.00095582,0.0205769,0.183341
6,5,311,8,6,8,11,1,0.00264502,0.0201789,0.415879
6,5,311,8,6,8,11,2,0.00241208,0.0196639,0.318375
6,5,311,8,6,8,11,4,0.001333,0.0201451,0.205157
6,5,311,8,6,8,11,8,0.00139689,0.0190723,0.179292
6,5,311,8,4,8,11,1,0.00255513,0.0208136,0.406796
6,5,311,8,4,8,11,2,0.00140595,0.0188048,0.284702
6,5,311,8,4,8,11,4,0.001441,0.0192947,0.201038
6,5,311,8,4,8,11,8,0.002774,0.0208477,0.161991
6,5,311,16,8,8,11,1,0.00107408,0.0201302,0.408665
6,5,311,16,8,8,11,2,0.00229216,0.020119,0.320259
6,5,311,16,8,8,11,4,0.0023191,0.0198857,0.241358
6,5,311,16,8,8,11,8,0.000989199,0.0199531,0.178399
6,5,311,16,6,8,11,1,0.00123787,0.0200683,0.424829
6,5,311,16,6,8,11,2,0.00247598,0.0194627,0.31102
6,5,311,16,6,8,11,4,0.00252104,0.0202986,0.203654
6,5,311,16,6,8,11,8,0.00117493,0.0206314,0.180484
6,5,311,16,4,8,11,1,0.00131607,0.020425,0.428179
6,5,311,16,4,8,11,2,0.00106096,0.0205794,0.309755
6,5,311,16,4,8,11,4,0.00119591,0.0197633,0.198711
6,5,311,16,4,8,11,8,0.00280285,0.019456,0.163242
6,5,777,2,8,8,11,1,0.00220585,0.0482269,0.787234
6,5,777,2,8,8,11,2,0.000981092,0.0461479,0.455331
6,5,777,2,8,8,11,4,0.00101614,0.0491369,0.308817
6,5,777,2,8,8,11,8,0.00157404,0.047473,0.232479
6,5,777,2,6,8,11,1,0.00108004,0.0484785,0.777353
6,5,777,2,6,8,11,2,0.00107718,0.0480405,0.44236
6,5,777,2,6,8,11,4,0.0023818,0.0490531,0.299836
6,5,777,2,6,8,11,8,0.00113988,0.048372,0.221557
6,5,777,2,4,8,11,1,0.00112891,0.0488241,0.733816
6,5,777,2,4,8,11,2,0.0010829,0.0477815,0.437794
6,5,777,2,4,8,11,4,0.00256205,0.0479486,0.287927
6,5,777,2,4,8,11,8,0.00109577,0.0465661,0.217355
6,5,777,4,8,8,11,1,0.000975132,0.0485772,0.795953
6,5,777,4,8,8,11,2,0.000980139,0.046866,0.483726
6,5,777,4,8,8,11,4,0.00206494,0.0478856,0.306878
6,5,777,4,8,8,11,8,0.0020721,0.0480672,0.232682
6,5,777,4,6,8,11,1,0.00119591,0.0490844,0.792021
6,5,777,4,6,8,11,2,0.00117302,0.0470947,0.428768
6,5,777,4,6,8,11,4,0.00244093,0.0468805,0.303154
6,5,777,4,6,8,11,8,0.00114989,0.0459925,0.212878
6,5,777,4,4,8,11,1,0.00235009,0.0467134,0.754467
6,5,777,4,4,8,11,2,0.00233006,0.0473507,0.469752
6,5,777,4,4,8,11,4,0.0012598,0.0475675,0.286677
6,5,777,4,4,8,11,8,0.00132704,0.0472424,0.232986
6,5,777,8,8,8,11,1,0.00205302,0.0486331,0.789147
6,5,777,8,8,8,11,2,0.00101614,0.0465831,0.46174
6,5,777,8,8,8,11,4,0.000993967,0.0469791,0.311415
6,5,777,8,8,8,11,8,0.000959873,0.0488532,0.228843
6,5,777,8,6,8,11,1,0.00132799,0.0483857,0.808129
6,5,777,8,6,8,11,2,0.00247002,0.0482935,0.455312
6,5,777,8,6,8,11,4,0.00265884,0.0471734,0.313876
6,5,777,8,6,8,11,8,0.00262809,0.0450819,0.220451
6,5,777,8,4,8,11,1,0.00127196,0.0477965,0.788238
6,5,777,8,4,8,11,2,0.00282788,0.0479948,0.460641
6,5,777,8,4,8,11,4,0.00118899,0.0485921,0.270851
6,5,777,8,4,8,11,8,0.00281096,0.0478445,0.216559
6,5,777,16,8,8,11,1,0.00228405,0.0476958,0.795503
6,5,777,16,8,8,11,2,0.00214911,0.0471744,0.466371
6,5,777,16,8,8,11,4,0.0022831,0.0479404,0.351683
6,5,777,16,8,8,11,8,0.00208998,0.046296,0.235422
6,5,777,16,6,8,11,1,0.0011549,0.0488526,0.81835
6,5,777,16,6,8,11,2,0.00138688,0.0478344,0.468422
6,5,777,16,6,8,11,4,0.0014081,0.0467066,0.306541
6,5,777,16,6,8,11,8,0.00188494,0.0471644,0.231363
6,5,777,16,4,8,11,1,0.00285006,0.0480565,0.807211
6,5,777,16,4,8,11,2,0.00116396,0.0478389,0.448585
6,5,777,16,4,8,11,4,0.00122094,0.0471391,0.296015
6,5,777,16,4,8,11,8,0.00259399,0.0464486,0.204725
6,5,1244,2,8,8,11,1,0.00113511,0.0798456,0.931756
6,5,1244,2,8,8,11,2,0.00114703,0.0759602,0.545062
6,5,1244,2,8,8,11,4,0.000964165,0.0750084,0.343232
6,5,1244,2,8,8,11,8,0.00225711,0.0746549,0.223197
6,5,1244,2,6,8,11,1,0.0025239,0.0755388,0.929204
6,5,1244,2,6,8,11,2,0.00128603,0.0778035,0.541636
6,5,1244,2,6,8,11,4,0.00112605,0.0769025,0.337355
6,5,1244,2,6,8,11,8,0.00113797,0.0715434,0.223841
6,5,1244,2,4,8,11,1,0.00233388,0.0701202,0.882056
6,5,1244,2,4,8,11,2,0.00103593,0.0764355,0.511164
6,5,1244,2,4,8,11,4,0.00198579,0.076615,0.329922
6,5,1244,2,4,8,11,8,0.00126505,0.0712703,0.216462
6,5,1244,4,8,8,11,1,0.00197506,0.0768316,0.941917
6,5,1244,4,8,8,11,2,0.00227904,0.0774203,0.518723
6,5,1244,4,8,8,11,4,0.0009799,0.074203,0.332689
6,5,1244,4,8,8,11,8,0.00170684,0.069825,0.228539
6,5,1244,4,6,8,11,1,0.00106406,0.0723746,0.938832
6,5,1244,4,6,8,11,2,0.00267005,0.0703431,0.518249
6,5,1244,4,6,8,11,4,0.00239086,0.0615776,0.308075
6,5,1244,4,6,8,11,8,0.0018301,0.0720624,0.222465
6,5,1244,4,4,8,11,1,0.00161099,0.0696765,0.917358
6,5,1244,4,4,8,11,2,0.00263214,0.0708487,0.523478
6,5,1244,4,4,8,11,4,0.00244784,0.0694821,0.307589
6,5,1244,4,4,8,11,8,0.002666,0.0721625,0.232816
6,5,1244,8,8,8,11,1,0.00206804,0.0748232,0.943565
6,5,1244,8,8,8,11,2,0.000962973,0.0735609,0.53011
6,5,1244,8,8,8,11,4,0.000951052,0.0754623,0.338582
6,5,1244,8,8,8,11,8,0.000979185,0.0720385,0.226683
6,5,1244,8,6,8,11,1,0.00113511,0.0760982,0.941992
6,5,1244,8,6,8,11,2,0.00225186,0.0733001,0.52657
6,5,1244,8,6,8,11,4,0.00152016,0.0734705,0.331079
6,5,1244,8,6,8,11,8,0.00240993,0.0691198,0.234501
6,5,1244,8,4,8,11,1,0.00278306,0.0740904,0.929877
6,5,1244,8,4,8,11,2,0.00274611,0.0725179,0.509844
6,5,1244,8,4,8,11,4,0.00256705,0.0717803,0.299282
6,5,1244,8,4,8,11,8,0.00114799,0.0702176,0.226508
6,5,1244,16,8,8,11,1,0.002316,0.0768788,0.941904
6,5,1244,16,8,8,11,2,0.00156689,0.0723351,0.522964
6,5,1244,16,8,8,11,4,0.00232506,0.0758606,0.378637
6,5,1244,16,8,8,11,8,0.000977993,0.0734245,0.241316
6,5,1244,16,6,8,11,1,0.00273013,0.0756855,0.944139
6,5,1244,16,6,8,11,2,0.00277686,0.0785429,0.53078
6,5,1244,16,6,8,11,4,0.00247383,0.0757721,0.354407
6,5,1244,16,6,8,11,8,0.00118184,0.0730698,0.230556
6,5,1244,16,4,8,11,1,0.00120497,0.0733685,0.942999
6,5,1244,16,4,8,11,2,0.001261,0.0717429,0.532239
6,5,1244,16,4,8,11,4,0.00280499,0.0665409,0.330259
6,5,1244,16,4,8,11,8,0.00117898,0.0671796,0.225899
